Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-8.42113300,-4.63557600
-0.24999998,-9.02392900,-1.08045400
0.00000000,-8.76388700,0.30399220
0.24999998,-8.02618700,0.85947990
0.49999997,-7.07514300,1.37345900
0.74999995,-6.03589300,2.24392600
0.99999993,-5.03326800,3.77487500
1.24999991,-4.18111300,6.15553700
1.49999990,-3.33414700,8.89268700
1.74999988,-2.50274700,11.75559000
1.99999986,-1.66096900,14.37737000
2.24999984,-0.71511410,16.48517000
2.49999983,0.31345380,17.87999000
2.74999981,1.55017700,17.86961000
2.99999979,2.91692100,17.07240000
3.24999978,3.94030000,16.77878000
3.49999976,4.85502400,16.04444000
3.74999974,5.72274400,14.60811000
3.99999972,6.59046500,12.22744000
4.24999971,7.59339500,8.29508000
4.49999969,8.58045400,3.77487500
4.74999967,8.95983400,0.72335490
4.99999966,8.56488800,-0.43035040
5.24999964,7.81681100,-0.92296420
5.49999962,6.82425800,-1.47906200
5.74999960,5.83689400,-2.43315800
5.99999959,4.88096700,-4.12159700
6.24999957,4.02362300,-6.51263600
6.49999955,3.16109100,-9.31266000
6.74999953,2.36082300,-12.11268000
6.99999952,1.50866800,-14.65084000
7.24999950,0.54724700,-16.73727000
7.49999948,-0.50207540,-17.91173000
7.74999947,-1.78580100,-17.72311000
7.99999945,-3.08997700,-16.97839000
8.24999943,-4.08222400,-16.71652000
8.49999941,-5.00213600,-15.87779000
8.74999940,-5.85429100,-14.35661000
8.99999938,-6.73757800,-11.74582000
9.24999936,-7.76645100,-7.64497600
9.49999935,-8.70681200,-3.18825500
9.74999933,-8.99249200,-0.43035040
9.99999931,-8.57160300,0.55548780
10.24999929,-7.69350500,1.01697000
10.49999928,-6.70125700,1.60420000
10.74999926,-5.66719600,2.68465400
10.99999924,-4.74728300,4.57209100
11.24999922,-3.87956300,7.03638100
11.49999921,-3.05335100,9.86814800
11.74999919,-2.21706700,12.67855000
11.99999917,-1.33347600,15.17458000
12.24999916,-0.40868030,17.15602000
12.49999914,0.72396530,18.06861000
12.74999912,2.04370600,17.62849000
12.99999910,3.31156100,16.94665000
13.24999909,4.25741700,16.70553000
13.49999907,5.17183500,15.78257000
13.74999905,6.04474400,13.99951000
13.99999904,6.94909000,10.93761000
14.24999902,7.96209200,6.69026900
14.49999900,8.81943600,2.39042900
14.74999898,8.90794800,0.17824440
14.99999897,8.35185000,-0.66109140
15.24999895,7.46337400,-1.10120900
15.49999893,6.49676500,-1.75192300
15.74999891,5.47338500,-2.96789100
15.99999890,4.56903900,-4.93956800
16.24999888,3.72207300,-7.53021600
16.49999886,2.89067300,-10.32963000
16.74999885,2.07514300,-13.06678000
16.99999883,1.17079700,-15.45782000
17.24999881,0.20449270,-17.25125000
17.49999879,-0.92296420,-17.99597000
17.74999878,-2.25857600,-17.39836000
17.99999876,-3.47424000,-16.83189000
18.24999874,-4.37858600,-16.54865000
18.49999873,-5.29300500,-15.55243000
18.74999871,-6.18147900,-13.59114000
18.99999869,-7.08552100,-10.38213000
19.24999867,-8.15590300,-5.92540600
19.49999866,-8.93022800,-1.84592800
19.74999864,-8.91466200,0.05188622
19.99999862,-8.25479100,0.72335490
20.24999860,-7.34037400,1.21596900
20.49999859,-6.32706600,1.95031100
20.74999857,-5.32413600,3.29263800
20.99999855,-4.40452900,5.41081700
21.24999854,-3.57312900,8.11683600
21.49999852,-2.73135100,11.02124000
21.74999850,-1.87400800,13.69552000
21.99999848,-0.96996700,16.01331000
22.24999847,0.03296301,17.56501000
22.49999845,1.19155200,18.01612000
22.74999843,2.56348400,17.25064000
22.99999841,3.68056400,16.84166000
23.24999840,4.58979400,16.33805000
23.49999838,5.47338500,15.14284000
23.74999836,6.35667200,12.98254000
23.99999835,7.28665600,9.54279000
24.24999833,8.33628400,4.92858000
24.49999831,8.97021100,1.31058500
24.74999829,8.77792600,-0.24172870
24.99999828,8.04022700,-0.80759370
25.24999826,7.13588100,-1.33195000
25.49999824,6.10731300,-2.12916600
25.74999823,5.14070300,-3.61799500
25.99999821,4.27298300,-5.83079000
26.24999819,3.43639300,-8.53680900
26.49999817,2.61018200,-11.36796000
26.74999816,1.74765000,-14.02149000
26.99999814,0.86436330,-16.20254000
27.24999812,-0.18526430,-17.69198000
27.49999810,-1.39085600,-17.92272000
27.74999809,-2.74172900,-17.09376000
27.99999807,-3.84843100,-16.80015000
28.24999805,-4.74209500,-16.11891000
28.49999804,-5.61530900,-14.79734000
28.74999802,-6.51416200,-12.56379000
28.99999800,-7.48046600,-8.91405200
29.24999798,-8.45226500,-4.29984100
