Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-9.06604800,-5.61103600
-0.24999998,-10.03113000,-1.09083100
0.00000000,-9.92674800,0.21975340
0.24999998,-9.24490300,0.62873890
0.49999997,-8.27981900,0.94371870
0.74999995,-7.14686800,1.39421300
0.99999993,-5.99316300,2.38005100
1.24999991,-4.92308600,4.17348300
1.49999990,-3.95800300,6.90025600
1.74999988,-3.10828900,9.98351900
1.99999986,-2.19570300,13.11867000
2.24999984,-1.31485800,15.94006000
2.49999983,-0.29727750,18.11073000
2.74999981,0.86680500,19.22232000
2.99999979,2.28299400,18.78159000
3.24999978,3.61494300,18.22610000
3.49999976,4.61176900,17.98498000
3.74999974,5.61897200,16.92589000
3.99999972,6.64692900,14.53485000
4.24999971,7.88426300,10.28751000
4.49999969,9.33219300,4.35172700
4.74999967,10.00305000,0.69161270
4.99999966,9.76193300,-0.33573430
5.24999964,9.01721400,-0.67146870
5.49999962,8.03137600,-1.01758000
5.74999960,6.90880200,-1.52118200
5.99999959,5.75509700,-2.61140300
6.24999957,4.74789400,-4.57270100
6.49999955,3.81455300,-7.36234900
6.74999953,2.97521700,-10.45599000
6.99999952,2.07300700,-13.56000000
7.24999950,1.13966500,-16.25504000
7.49999948,0.12208520,-18.29996000
7.74999947,-1.06275200,-19.21255000
7.99999945,-2.52106000,-18.61433000
8.24999943,-3.77975800,-18.20535000
8.49999941,-4.75521900,-17.81773000
8.74999940,-5.73068000,-16.55903000
8.99999938,-6.82151100,-14.01111000
9.24999936,-8.12233000,-9.44878500
9.49999935,-9.53851800,-3.52399000
9.74999933,-10.11537000,-0.36747650
9.99999931,-9.71676300,0.40898550
10.24999929,-8.91954600,0.76547430
10.49999928,-7.88121100,1.07984400
10.74999926,-6.71651800,1.68782800
10.99999924,-5.56281300,2.89403000
11.24999922,-4.54523200,5.03357300
11.49999921,-3.64363300,7.92760300
11.74999919,-2.77255500,11.12624000
11.99999917,-1.91246500,14.17776000
12.24999916,-0.93700400,16.84166000
12.49999914,0.10133070,18.72909000
12.74999912,1.33927500,19.29557000
12.99999910,2.81833700,18.51972000
13.24999909,4.00317400,18.26822000
13.49999907,4.95788000,17.62849000
13.74999905,5.96508400,16.13906000
13.99999904,7.06629200,13.29691000
14.24999902,8.41960700,8.17970900
14.49999900,9.75155600,2.57966100
14.74999898,10.04517000,0.12574780
14.99999897,9.54157000,-0.49322430
15.24999895,8.69185600,-0.77646200
15.49999893,7.61140300,-1.15370500
15.74999891,6.46807500,-1.83555100
15.99999890,5.37724300,-3.24075200
16.24999888,4.41215900,-5.52679800
16.49999886,3.46844100,-8.48431200
16.74999885,2.62910500,-11.63045000
16.99999883,1.75863800,-14.58735000
17.24999881,0.78317670,-17.11513000
17.49999879,-0.29727750,-18.81394000
17.74999878,-1.55597600,-19.08680000
17.99999876,-3.00329600,-18.35246000
18.24999874,-4.16798900,-18.18459000
18.49999873,-5.12208500,-17.39836000
18.74999871,-6.15004300,-15.79355000
18.99999869,-7.23049700,-12.66878000
19.24999867,-8.64668600,-7.23599100
19.49999866,-9.88462900,-1.94054400
19.74999864,-10.03113000,0.05188622
19.99999862,-9.46465600,0.55548780
20.24999860,-8.55207000,0.85947990
20.49999859,-7.46123800,1.25808800
20.74999857,-6.27640100,2.02356200
20.99999855,-5.16420500,3.56549900
21.24999854,-4.20949800,6.08228500
21.49999852,-3.33903100,9.10206300
21.74999850,-2.45818600,12.29032000
21.99999848,-1.56635300,15.18496000
22.24999847,-0.59089240,17.60713000
22.49999845,0.48956170,19.04407000
22.74999843,1.90575000,19.03370000
22.99999841,3.25845400,18.28897000
23.24999840,4.31815400,18.20474000
23.49999838,5.30399200,17.26102000
23.74999836,6.31119500,15.38396000
23.99999835,7.52777400,11.69271000
24.24999833,8.95434000,5.98766900
24.49999831,9.95055600,1.27884300
24.74999829,9.88768100,-0.18923210
24.99999828,9.25833200,-0.59821750
25.24999826,8.32499000,-0.89183250
25.49999824,7.20241700,-1.38444600
25.74999823,6.06946700,-2.24453700
25.99999821,5.00000000,-3.93297500
26.24999819,4.09779000,-6.54437800
26.49999817,3.16444900,-9.61665200
26.74999816,2.32511300,-12.72067000
26.99999814,1.42290300,-15.54206000
27.24999812,0.43706510,-17.83848000
27.49999810,-0.71664020,-19.12831000
27.74999809,-2.09070900,-18.82432000
27.99999807,-3.44402400,-18.19497000
28.24999805,-4.48235800,-18.07960000
28.49999804,-5.47918400,-17.10475000
28.74999802,-6.50714200,-14.95483000
28.99999800,-7.74447500,-10.92785000
29.24999798,-9.19240600,-5.03418400
