Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-8.29019600,-8.69368800
-0.24999998,-9.70638500,-2.94713700
0.00000000,-10.08363000,-0.19960930
0.24999998,-9.62214600,0.46087170
0.49999997,-8.80417500,0.74410940
0.74999995,-7.72372100,1.09022100
0.99999993,-6.57001600,1.78244400
1.24999991,-5.44744200,3.12477100
1.49999990,-4.46160400,5.41081700
1.74999988,-3.53864000,8.37870800
1.99999986,-2.66817200,11.52484000
2.24999984,-1.77634000,14.57636000
2.49999983,-0.84299840,17.10414000
2.74999981,0.24844340,18.86583000
2.99999979,1.51751900,19.19057000
3.24999978,2.99658200,18.42510000
3.49999976,4.13991000,18.26822000
3.74999974,5.14650200,17.49176000
3.99999972,6.10120900,15.90831000
4.24999971,7.21279400,12.77256000
4.49999969,8.59785100,7.30924200
4.74999967,9.84617200,2.01318500
4.99999966,9.98229800,-0.02136491
5.24999964,9.43657700,-0.52435600
5.49999962,8.55573200,-0.82895860
5.74999960,7.47527700,-1.21657900
5.99999959,6.32157200,-1.98205300
6.24999957,5.23074100,-3.46111600
6.49999955,4.26565700,-5.87290900
6.74999953,3.41594400,-8.88292000
6.99999952,2.57660800,-12.01807000
7.24999950,1.65364400,-14.95483000
7.49999948,0.66780610,-17.36662000
7.74999947,-0.44439020,-18.95007000
7.99999945,-1.73422100,-19.03431000
8.24999943,-3.16078600,-18.28959000
8.49999941,-4.24124100,-18.17422000
8.74999940,-5.22707800,-17.30375000
8.99999938,-6.25503600,-15.55243000
9.24999936,-7.41972900,-12.10231000
9.49999935,-8.84629400,-6.48150400
9.74999933,-9.97863500,-1.49981700
9.99999931,-9.95788000,0.14650230
10.24999929,-9.34928600,0.58722980
10.49999928,-8.43669900,0.93273100
10.74999926,-7.30435800,1.32096200
10.99999924,-6.15004300,2.17067500
11.24999922,-5.05921100,3.81699400
11.49999921,-4.10511500,6.44915200
11.74999919,-3.24502500,9.46954000
11.99999917,-2.38493500,12.61568000
12.24999916,-1.44060600,15.47857000
12.49999914,-0.46514470,17.85924000
12.74999912,0.67818340,19.13808000
12.99999910,2.05225300,18.92870000
13.24999909,3.44768600,18.25723000
13.49999907,4.45427900,18.14186000
13.74999905,5.44011700,17.13527000
13.99999904,6.42656600,15.00671000
14.24999902,7.68526400,11.05299000
14.49999900,9.10084200,5.24294900
14.74999898,10.03479000,1.01697000
14.99999897,9.87730400,-0.26248320
15.24999895,9.16432700,-0.61897210
15.49999893,8.17787800,-0.94432910
15.74999891,7.05591500,-1.44732000
15.99999890,5.93334200,-2.41240400
16.24999888,4.87425200,-4.24734400
16.49999886,3.95067700,-6.89049000
16.74999885,3.10096500,-10.02564000
16.99999883,2.23049700,-13.12965000
17.24999881,1.27640100,-15.91930000
17.49999879,0.28995240,-18.05885000
17.74999878,-0.84299840,-19.20217000
17.99999876,-2.27994100,-18.75107000
18.24999874,-3.60151400,-18.20535000
18.49999873,-4.60810700,-17.96423000
18.74999871,-5.57319000,-16.89476000
18.99999869,-6.62251200,-14.49335000
19.24999867,-7.90196600,-10.24600000
19.49999866,-9.38102800,-4.32120600
19.74999864,-10.05250000,-0.63972650
19.99999862,-9.80039000,0.32474670
20.24999860,-9.04529400,0.68123550
20.49999859,-8.04907800,0.99621530
20.74999857,-6.89476300,1.56208000
20.99999855,-5.74105700,2.66328900
21.24999854,-4.70272300,4.64534200
21.49999852,-3.80051300,7.52960500
21.74999850,-2.90929100,10.67513000
21.99999848,-2.04920000,13.79014000
22.24999847,-1.09449400,16.48517000
22.49999845,-0.08729093,18.51972000
22.74999843,1.13966500,19.27481000
22.99999841,2.60835100,18.63509000
23.24999840,3.84629500,18.23648000
23.49999838,4.84251000,17.79575000
23.74999836,5.82834800,16.44305000
23.99999835,6.92955700,13.77976000
24.24999833,8.23037400,9.02881200
24.49999831,9.64656400,3.12477100
24.74999829,10.03479000,0.28262730
24.99999828,9.64656400,-0.44072760
25.24999826,8.78647300,-0.73434260
25.49999824,7.77927000,-1.10120900
25.74999823,6.63594200,-1.72018100
25.99999821,5.53473300,-2.95751400
26.24999819,4.52753000,-5.15993200
26.49999817,3.63630800,-8.02283000
26.74999816,2.77621800,-11.17934000
26.99999814,1.88438500,-14.17837000
27.24999812,0.91930160,-16.77939000
27.49999810,-0.11903310,-18.63570000
27.74999809,-1.36735400,-19.16005000
27.99999807,-2.83542900,-18.40496000
28.24999805,-4.01049900,-18.18459000
28.49999804,-4.98596000,-17.54487000
28.74999802,-5.99316300,-16.05604000
28.99999800,-7.04187500,-13.23465000
29.24999798,-8.45806300,-8.13820100
