Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-8.48858500,-6.13539200
-0.24999998,-9.42375800,-1.67806100
0.00000000,-9.41338100,0.12574780
0.24999998,-8.79501900,0.68123550
0.49999997,-7.85465800,1.05908900
0.74999995,-6.76352100,1.62495400
0.99999993,-5.67238400,2.73654000
1.24999991,-4.66945400,4.70821600
1.49999990,-3.81729900,7.35075100
1.74999988,-2.95476700,10.37114000
1.99999986,-2.11299000,13.31828000
2.24999984,-1.21413700,15.83506000
2.49999983,-0.19564150,17.78537000
2.74999981,0.96813570,18.66622000
2.99999979,2.36601100,18.07899000
3.24999978,3.59235700,17.54426000
3.49999976,4.57941600,17.20852000
3.74999974,5.51489400,16.13906000
3.99999972,6.46563300,13.86339000
4.24999971,7.53082700,10.10927000
4.49999969,8.77792600,4.91820300
4.74999967,9.48968400,1.05908900
4.99999966,9.29251600,-0.29422540
5.24999964,8.62196300,-0.72396530
5.49999962,7.61933800,-1.10120900
5.74999960,6.52301300,-1.80380900
5.99999959,5.47338500,-3.03076600
6.24999957,4.52753000,-5.14955400
6.49999955,3.65462100,-7.88670500
6.74999953,2.83878600,-10.85399000
6.99999952,1.94512300,-13.71749000
7.24999950,1.02032700,-16.20254000
7.49999948,0.00701990,-17.99597000
7.74999947,-1.15706300,-18.60396000
7.99999945,-2.59095300,-17.82810000
8.24999943,-3.76541300,-17.51373000
8.49999941,-4.74209500,-16.99976000
8.74999940,-5.65681800,-15.75143000
8.99999938,-6.63350000,-13.40251000
9.24999936,-7.75607300,-9.40727600
9.49999935,-8.98730300,-4.14235100
9.74999933,-9.55896700,-0.71358810
9.99999931,-9.23147300,0.37724330
10.24999929,-8.48858500,0.78622880
10.49999928,-7.47527700,1.18483700
10.74999926,-6.38932900,1.90819200
10.99999924,-5.31894700,3.29263800
11.24999922,-4.39415200,5.57868400
11.49999921,-3.49530000,8.44158200
11.74999919,-2.66908800,11.46197000
11.99999917,-1.75955300,14.31449000
12.24999916,-0.82438040,16.70553000
12.49999914,0.19930410,18.30973000
12.74999912,1.45159300,18.61372000
12.99999910,2.85954100,17.80674000
13.24999909,3.97692600,17.53388000
13.49999907,4.93285300,16.81052000
13.74999905,5.87840300,15.37358000
13.99999904,6.86057900,12.74142000
14.24999902,8.04022700,8.25296000
14.49999900,9.15730700,3.13514800
14.74999898,9.54187500,0.34550120
14.99999897,9.11060900,-0.46148210
15.24999895,8.23770000,-0.84971310
15.49999893,7.22439200,-1.35331500
15.74999891,6.16438800,-2.12916600
15.99999890,5.13032600,-3.66011500
16.24999888,4.20553000,-6.07251800
16.49999886,3.34818700,-8.92442900
16.74999885,2.54791800,-11.91369000
16.99999883,1.61762900,-14.69234000
17.24999881,0.65651320,-16.97839000
17.49999879,-0.37754850,-18.42571000
17.74999878,-1.70247800,-18.44707000
17.99999876,-3.07441100,-17.67061000
18.24999874,-4.14998100,-17.53449000
18.49999873,-5.10072000,-16.65364000
18.74999871,-6.05695200,-15.10133000
18.99999869,-7.03363400,-12.17556000
19.24999867,-8.23922500,-7.40385800
19.49999866,-9.34073900,-2.43315800
19.74999864,-9.55896700,-0.12635820
19.99999862,-9.02392900,0.54511050
20.24999860,-8.17177400,0.92235380
20.49999859,-7.11695800,1.39421300
20.74999857,-6.00995000,2.34891900
20.99999855,-4.96551100,4.05811300
21.24999854,-4.06147000,6.58527700
21.49999852,-3.22488100,9.53241300
21.74999850,-2.35716000,12.54181000
21.99999848,-1.42717600,15.24783000
22.24999847,-0.48650960,17.42888000
22.49999845,0.60462700,18.62471000
22.74999843,2.00219800,18.38298000
22.99999841,3.34818700,17.69137000
23.24999840,4.31449100,17.55463000
23.49999838,5.29666700,16.60054000
23.74999836,6.21108500,14.72348000
23.99999835,7.28665600,11.28373000
24.24999833,8.55451100,6.22878700
24.49999831,9.46892900,1.67745100
24.74999829,9.45855200,-0.05249664
24.99999828,8.82981300,-0.62934930
25.24999826,7.95171500,-0.96508360
25.49999824,6.88652200,-1.53155900
25.74999823,5.80057400,-2.62178000
25.99999821,4.77170000,-4.47808600
26.24999819,3.90916800,-7.07911100
26.49999817,3.04663700,-10.06776000
26.74999816,2.19967000,-13.00391000
26.99999814,1.30600700,-15.67818000
27.24999812,0.29788790,-17.64986000
27.49999810,-0.82956900,-18.66683000
27.74999809,-2.22744500,-18.17422000
27.99999807,-3.50567700,-17.61812000
28.24999805,-4.47717000,-17.36662000
28.49999804,-5.42821400,-16.33867000
28.74999802,-6.38932900,-14.25223000
28.99999800,-7.51159800,-10.58174000
29.24999798,-8.77426400,-5.40105000
