Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-6.65425400,-1.90727600
-0.24999998,-6.81021800,-1.17018700
0.00000000,-6.93505000,-0.55213040
0.24999998,-6.90391900,-0.13154680
0.49999997,-6.87767000,0.18526430
0.74999995,-6.69088000,0.39280920
0.99999993,-6.51416200,0.59028200
1.24999991,-6.29593500,0.75112930
1.49999990,-6.03589300,0.90159930
1.74999988,-5.72427000,1.14058100
1.99999986,-5.43340300,1.42107200
2.24999984,-5.12666300,1.74276600
2.49999983,-4.78390900,2.21035300
2.74999981,-4.45122700,2.73470900
2.99999979,-4.10297900,3.31095100
3.24999978,-3.77060200,3.93938500
3.49999976,-3.46905100,4.53119300
3.74999974,-3.06922200,5.18038100
3.99999972,-2.71578600,5.83964100
4.24999971,-2.34159400,6.48882900
4.49999969,-1.89476300,7.10169700
4.74999967,-1.50500500,7.64161900
4.99999966,-1.03223000,8.09852200
5.24999964,-0.56464410,8.36344700
5.49999962,-0.02930045,8.43608900
5.74999960,0.54205830,8.21267200
5.99999959,1.16042000,7.77133400
6.24999957,1.76321600,7.41301400
6.49999955,2.30374800,7.22622400
6.74999953,2.75058000,7.11207400
6.99999952,3.18184600,7.07544900
7.24999950,3.57679200,7.02875100
7.49999948,3.98211500,6.94054500
7.74999947,4.33524600,6.73818800
7.99999945,4.66274000,6.44732000
8.24999943,5.04730800,6.02673700
8.49999941,5.34855300,5.46606000
8.74999940,5.71755600,4.77017500
8.99999938,6.02399000,3.98089400
9.24999936,6.33591700,3.09821700
9.49999935,6.60603100,2.21035300
9.74999933,6.80350400,1.40550600
9.99999931,6.92803000,0.73037480
10.24999929,6.92803000,0.23196190
10.49999928,6.88652200,-0.11079230
10.74999926,6.77756100,-0.34458550
10.99999924,6.59046500,-0.52099870
11.24999922,6.36704900,-0.67146870
11.49999921,6.10731300,-0.85856430
11.74999919,5.81095100,-1.02978900
11.99999917,5.51489400,-1.29471400
12.24999916,5.19258900,-1.64784500
12.49999914,4.88615600,-2.04767400
12.74999912,4.52234200,-2.52533300
12.99999910,4.24703900,-3.10676300
13.24999909,3.87284800,-3.70925400
13.49999907,3.54566000,-4.32700500
13.74999905,3.18703500,-4.93987300
13.99999904,2.83359800,-5.62019300
14.24999902,2.44384100,-6.28464200
14.49999900,2.04370600,-6.90788700
14.74999898,1.66463200,-7.43224200
14.99999897,1.20742300,-7.90471200
15.24999895,0.72396530,-8.23708900
15.49999893,0.23562450,-8.32529600
15.74999891,-0.33603950,-8.23708900
15.99999890,-0.93364670,-7.88395800
16.24999888,-1.54132600,-7.44780800
16.49999886,-2.11299000,-7.18288400
16.74999885,-2.58057600,-7.08430000
16.99999883,-3.01184200,-7.03760200
17.24999881,-3.40678800,-6.98571600
17.49999879,-3.79135600,-6.92345200
17.74999878,-4.16554700,-6.75192300
17.99999876,-4.55011600,-6.51843500
18.24999874,-4.92400200,-6.17049200
18.49999873,-5.22036400,-5.66689100
18.74999871,-5.53717500,-5.04364500
18.99999869,-5.91655400,-4.30625100
19.24999867,-6.21261100,-3.44951800
19.49999866,-6.46746400,-2.58240700
19.74999864,-6.71163500,-1.74124000
19.99999862,-6.87767000,-1.01422300
20.24999860,-6.91948500,-0.44835790
20.49999859,-6.90910800,-0.00701990
20.74999857,-6.83616200,0.27865950
20.99999855,-6.69088000,0.43431820
21.24999854,-6.47784100,0.63179100
21.49999852,-6.22817700,0.79263820
21.74999850,-5.93730900,0.96416800
21.99999848,-5.63606400,1.18727900
22.24999847,-5.31894700,1.48333500
22.49999845,-5.04364500,1.89873000
22.74999843,-4.66426600,2.33488000
22.99999841,-4.36820900,2.84367000
23.24999840,-4.01477200,3.43578300
23.49999838,-3.65614700,4.03278000
23.74999836,-3.34452400,4.67159100
23.99999835,-2.99627600,5.34641700
24.24999833,-2.61170800,5.99560500
24.49999831,-2.24819900,6.64448800
24.74999829,-1.82212200,7.27811000
24.99999828,-1.38566700,7.80765500
25.24999826,-0.93364670,8.14522000
25.49999824,-0.41905750,8.41533400
25.74999823,0.08484922,8.40495700
25.99999821,0.68245640,8.10890000
26.24999819,1.33195000,7.64680700
26.49999817,1.88804800,7.32999600
26.74999816,2.39714300,7.19509200
26.99999814,2.87510700,7.11207400
27.24999812,3.27005200,7.08613100
27.49999810,3.68575300,6.99243100
27.74999809,4.06513300,6.88865800
27.99999807,4.40300300,6.67592500
28.24999805,4.77688900,6.33317000
28.49999804,5.12513700,5.90739800
28.74999802,5.44713700,5.30490800
28.99999800,5.79019600,4.60902200
29.24999798,6.11250200,3.75228900
