Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-6.74795500,-1.63227900
-0.24999998,-6.86729300,-0.91045050
0.00000000,-6.92986200,-0.37571730
0.24999998,-6.90391900,0.02930045
0.49999997,-6.80503000,0.29941400
0.74999995,-6.63350000,0.47063850
0.99999993,-6.41008400,0.62141370
1.24999991,-6.17110300,0.79263820
1.49999990,-5.90617800,0.99011110
1.74999988,-5.60981600,1.23397600
1.99999986,-5.29819300,1.54559900
2.24999984,-4.96551100,1.89873000
2.49999983,-4.65907700,2.36601100
2.74999981,-4.33158300,2.91631100
2.99999979,-3.98882900,3.50842400
3.24999978,-3.65095800,4.13655200
3.49999976,-3.30820400,4.78574000
3.74999974,-2.93401300,5.47643800
3.99999972,-2.57538700,6.12013200
4.24999971,-2.15449900,6.77450800
4.49999969,-1.77511900,7.36112800
4.74999967,-1.33866400,7.88548400
4.99999966,-0.86588940,8.25937000
5.24999964,-0.33085090,8.43608900
5.49999962,0.19930410,8.39976800
5.74999960,0.81766570,8.09852200
5.99999959,1.41008400,7.61048700
6.24999957,1.97106600,7.28329800
6.49999955,2.48565500,7.15877200
6.74999953,2.90135500,7.10169700
6.99999952,3.34299800,7.07026000
7.24999950,3.73763900,6.98724200
7.49999948,4.09107500,6.84196000
7.74999947,4.46007800,6.64967600
7.99999945,4.82389200,6.30203900
8.24999943,5.14070300,5.83445200
8.49999941,5.49414000,5.23745600
8.74999940,5.83689400,4.50006100
8.99999938,6.17476500,3.62776200
9.24999936,6.45006700,2.74508600
9.49999935,6.67867200,1.89873000
9.74999933,6.86576700,1.13020400
9.99999931,6.93840800,0.53839580
10.24999929,6.93321900,0.09156391
10.49999928,6.87095600,-0.22494200
10.74999926,6.70461500,-0.43279210
10.99999924,6.51233100,-0.57288490
11.24999922,6.26297100,-0.74441460
11.49999921,5.99285800,-0.93639360
11.74999919,5.71236700,-1.14424400
11.99999917,5.38487300,-1.41924100
12.24999916,5.07844000,-1.77756100
12.49999914,4.76132300,-2.21371000
12.74999912,4.42894600,-2.75393700
12.99999910,4.09626400,-3.32499100
13.24999909,3.74801600,-3.96899000
13.49999907,3.43120500,-4.58674100
13.74999905,3.05701400,-5.25668400
13.99999904,2.68282200,-5.90037800
14.24999902,2.29855900,-6.55475500
14.49999900,1.89323600,-7.15175200
14.74999898,1.45159300,-7.63978800
14.99999897,1.00995000,-8.04999400
15.24999895,0.53168110,-8.30454200
15.49999893,-0.00335734,-8.34086200
15.74999891,-0.55945550,-8.13331700
15.99999890,-1.17781700,-7.68679000
16.24999888,-1.76993000,-7.30252700
16.49999886,-2.28452000,-7.09986500
16.74999885,-2.76248300,-6.99090400
16.99999883,-3.15224000,-6.99090400
17.24999881,-3.58350600,-6.93901800
17.49999879,-3.94213200,-6.81937500
17.74999878,-4.31082900,-6.71041400
17.99999876,-4.65907700,-6.37284800
18.24999874,-4.98138200,-5.98858500
18.49999873,-5.36045600,-5.45385200
18.74999871,-5.67757300,-4.78940300
18.99999869,-5.98919500,-3.96899000
19.24999867,-6.30112300,-3.11714100
19.49999866,-6.57123700,-2.25003100
19.74999864,-6.78427600,-1.43999500
19.99999862,-6.90910800,-0.77554630
20.24999860,-6.91429600,-0.27682820
20.49999859,-6.90910800,0.06562080
20.74999857,-6.76871000,0.34611160
20.99999855,-6.58161400,0.51214750
21.24999854,-6.37376400,0.66292270
21.49999852,-6.13478200,0.82895860
21.74999850,-5.85948000,1.04718600
21.99999848,-5.52679800,1.29624000
22.24999847,-5.24111800,1.61305100
22.49999845,-4.90843600,2.02844600
22.74999843,-4.58124800,2.45940700
22.99999841,-4.26932000,3.05670900
23.24999840,-3.91069500,3.64851700
23.49999838,-3.57831800,4.29251600
23.74999836,-3.20931500,4.95696500
23.99999835,-2.85099500,5.62690700
24.24999833,-2.48718100,6.32279300
24.49999831,-2.06629200,6.89903500
24.74999829,-1.61946000,7.50671400
24.99999828,-1.21932600,7.95843000
25.24999826,-0.74655110,8.31675000
25.49999824,-0.22677330,8.45684200
25.74999823,0.32383100,8.34269300
25.99999821,0.92143820,7.96361800
26.24999819,1.58130900,7.48565500
26.49999817,2.10627500,7.25735600
26.74999816,2.57386200,7.13801700
26.99999814,3.03625900,7.07026000
27.24999812,3.43120500,7.05469400
27.49999810,3.83652800,6.97167600
27.74999809,4.18477600,6.78488600
27.99999807,4.52753000,6.54590400
28.24999805,4.88096700,6.20315000
28.49999804,5.23409800,5.68917100
28.74999802,5.58234600,5.07660800
28.99999800,5.91502900,4.30289300
29.24999798,6.21108500,3.42021700
