Time,Channel B,Channel C
(ms),(V),(V)

-0.49316936,-7.99658200,-25.19839000
-0.24316938,-11.57307000,-2.98803600
0.00683060,-11.10121000,0.08393358
0.25683058,-10.97546000,0.23959220
0.50683057,-9.04529400,1.35972400
0.75683055,-6.27640100,2.97430100
1.00683053,-3.86338700,8.33689400
1.25683051,-2.19570300,17.42461000
1.50683050,-0.59089240,26.69393000
1.75683048,1.32828700,33.90612000
2.00683046,3.94030000,36.56147000
2.25683045,6.38444600,38.67049000
2.50683043,7.23415900,18.85606000
2.75683041,7.25491400,5.26492500
3.00683039,7.26529100,1.51538300
3.25683038,7.21279400,0.29147850
3.50683036,7.14992000,-0.12513730
3.75683034,7.08704700,-0.20296670
4.00683033,6.90880200,-0.33268220
4.25683031,5.97546100,-2.57142000
4.50683029,3.89818100,-7.88365300
4.75683027,2.34586700,-15.85124000
5.00683026,0.86680500,-23.55787000
5.25683024,-0.75875960,-29.54615000
5.50683022,-2.84641700,-31.62923000
5.75683020,-5.05921100,-31.31638000
6.00683019,-6.72750600,-29.31266000
6.25683017,-9.37065000,-19.75644000
6.50683015,-11.17446000,-0.82712730
6.75683014,-11.10121000,0.13581980
7.00683012,-10.61897000,0.60432180
7.25683010,-7.90196600,1.85416900
7.50683008,-5.16420500,4.56293500
7.75683007,-3.15040900,12.08644000
8.00683005,-1.51385700,21.51294000
8.25683003,0.14345010,30.10469000
8.50683002,2.31473600,35.62447000
8.75683000,5.18862200,37.00403000
9.00682998,7.49603200,36.92620000
9.25682996,7.28665600,11.14943000
9.50682995,7.27627800,3.31308700
9.75682993,7.27627800,0.78744960
10.00682991,7.24453600,0.00610426
10.25682989,7.19204000,-0.17702360
10.50682988,7.06629200,-0.22890980
10.75682986,6.94054500,-0.30673910
11.00682984,5.09400600,-4.23788300
11.25682983,3.23770000,-11.00751000
11.50682981,1.74826000,-19.05292000
11.75682979,0.24844340,-26.29105000
12.00682977,-1.51385700,-30.97760000
12.25682976,-3.85300900,-31.36827000
12.50682974,-5.57319000,-31.75894000
12.75682972,-7.51373400,-27.12428000
13.00682971,-11.25870000,-10.98156000
13.25682969,-11.07008000,-0.09766817
13.50682967,-10.94372000,0.13581980
13.75682965,-9.46465600,1.25595200
14.00682964,-6.73788300,2.55768500
14.25682962,-4.23086300,7.19234500
14.50682960,-2.46856300,15.96569000
14.75682958,-0.83201070,25.31437000
15.00682957,0.99316320,32.96911000
15.25682955,3.49957300,36.48364000
15.50682953,6.10120900,38.17604000
15.75682952,7.17128600,21.64266000
16.00682950,7.22378200,6.82761600
16.25682948,7.25491400,2.01135400
16.50682946,7.25491400,0.31894760
16.75682945,7.17128600,0.05799048
17.00682943,7.04553700,-0.17702360
17.25682941,7.01379500,-0.25485290
17.50682940,6.35270400,-1.71224500
17.75682938,4.21316100,-6.73757800
18.00682936,2.57660800,-14.41826000
18.25682934,1.11891100,-22.30802000
18.50682933,-0.44439020,-28.71292000
18.75682931,-2.44780900,-31.55140000
19.00682929,-4.73446500,-31.21261000
19.25682927,-6.39177100,-30.06654000
19.50682926,-8.78342100,-22.17830000
19.75682924,-11.18545000,-1.66035900
20.00682922,-11.10121000,0.13581980
20.25682921,-10.77585000,0.52649250
20.50682919,-8.38481200,1.56726900
20.75682917,-5.59455500,3.78159000
21.00682915,-3.41289200,10.52527000
21.25682914,-1.83921400,19.79459000
21.50682912,-0.12941030,28.77701000
21.75682910,1.90575000,35.10408000
22.00682908,4.72713900,36.84837000
22.25682907,6.95092200,38.22793000
22.50682905,7.22378200,13.31034000
22.75682903,7.26529100,4.37980700
23.00682902,7.25491400,0.94310830
23.25682900,7.22378200,0.26553540
23.50682898,7.12916600,-0.12513730
23.75682896,7.02417300,-0.33268220
24.00682895,6.89842500,-0.35862530
24.25682893,5.45110500,-3.50995000
24.50682891,3.48919500,-9.75766100
24.75682890,1.98937900,-17.80308000
25.00682888,0.48956170,-25.27622000
25.25682886,-1.19948700,-30.48315000
25.50682884,-3.43364700,-31.47357000
25.75682883,-5.41631000,-31.65517000
26.00682881,-7.17800000,-28.40007000
26.25682879,-10.44073000,-14.75705000
26.50682877,-11.17446000,-0.30673910
26.75682876,-11.13295000,0.18770600
27.00682874,-9.95788000,1.09876700
27.25682872,-7.14686800,2.19295600
27.50682871,-4.55622000,6.07221300
27.75682869,-2.70968100,14.40453000
28.00682867,-1.12623600,23.88139000
28.25682865,0.64705160,31.87492000
28.50682864,3.00695900,36.22268000
28.75682862,5.76547400,37.57783000
29.00682860,7.24453600,24.19424000
29.25682859,7.27627800,8.85880900
