Time,Channel B,Channel C
(ms),(V),(V)

-0.39987241,-10.59761000,-15.72000000
-0.14987243,-10.88085000,-0.35862530
0.10012755,-10.78684000,0.23959220
0.35012753,-10.38823000,0.65620800
0.60012752,-7.69197900,1.90605500
0.85012750,-4.94384100,5.13520900
1.10012748,-2.94042200,13.07685000
1.35012746,-1.32523500,22.76279000
1.60012745,0.39494570,31.14546000
1.85012743,2.70235600,36.32798000
2.10012741,5.55548800,37.68160000
2.35012740,8.03137600,35.93731000
2.60012738,7.37028500,10.00336000
2.85012736,7.34953000,2.45391300
3.10012734,7.37028500,0.65620800
3.35012733,7.33915300,0.05799048
3.60012731,7.24453600,-0.22890980
3.85012729,7.11878900,-0.17702360
4.10012728,6.97167600,-0.74929800
4.35012726,4.84251000,-4.86357000
4.60012724,3.08021000,-12.02387000
4.85012722,1.52789600,-20.27683000
5.10012721,0.01709193,-27.43713000
5.35012719,-1.84959100,-31.75894000
5.60012717,-4.27298300,-31.81083000
5.85012715,-5.93028900,-32.01990000
6.10012714,-8.18520400,-25.64095000
6.35012712,-10.81797000,-3.53589300
6.60012710,-10.70260000,0.10987670
6.85012709,-10.59761000,0.26553540
7.10012707,-9.28641200,1.23000800
7.35012705,-6.47540000,2.84305900
7.60012703,-4.01049900,7.92027800
7.85012702,-2.29031800,17.03394000
8.10012700,-0.65376630,26.38109000
8.35012698,1.26541300,33.93206000
8.60012697,3.90916800,36.95214000
8.85012695,6.40520100,39.00928000
9.10012693,7.26529100,19.48175000
9.35012691,7.31778800,5.39616600
9.60012690,7.33915300,1.56726900
9.85012688,7.29703300,0.31894760
10.10012686,7.26529100,-0.09766817
10.35012684,7.19204000,-0.17702360
10.60012683,7.08704700,-0.28079600
10.85012681,6.16408300,-2.31198900
11.10012679,3.99279700,-7.51892300
11.35012678,2.39836400,-15.59028000
11.60012676,0.95104380,-23.45410000
11.85012674,-0.68550850,-29.72775000
12.10012672,-2.82505200,-32.07178000
12.35012671,-5.09095300,-31.94207000
12.60012669,-6.87400800,-30.01465000
12.85012667,-9.67464300,-19.65267000
13.10012666,-10.87047000,-0.69741180
13.35012664,-10.80759000,0.23959220
13.60012662,-10.55610000,0.47460630
13.85012660,-8.15407200,1.69851100
14.10012659,-5.35343600,4.22414800
14.35012657,-3.26577900,11.46228000
14.60012655,-1.59809500,20.99103000
14.85012653,0.09095348,29.89562000
15.10012652,2.23049700,35.83201000
15.35012650,5.05249600,37.29093000
15.60012648,7.46490000,37.70754000
15.85012647,7.33915300,11.46228000
16.10012645,7.31778800,3.39091700
16.35012643,7.32816500,0.76150650
16.60012641,7.30741000,0.00610426
16.85012640,7.23415900,-0.20296670
17.10012638,7.07666900,-0.25485290
17.35012636,6.97167600,-0.35862530
17.60012634,5.22036400,-4.03033800
17.85012633,3.31095100,-10.79996000
18.10012631,1.80075700,-18.94915000
18.35012629,0.27957510,-26.39635000
18.60012628,-1.51385700,-31.34233000
18.85012626,-3.88475200,-31.86424000
19.10012624,-5.66780600,-32.33274000
19.35012622,-7.66084700,-27.59278000
19.60012621,-11.72018000,-9.26321600
19.85012619,-10.86009000,-0.01983885
20.10012617,-10.76547000,0.16176290
20.35012616,-9.79001300,1.12471000
20.60012614,-6.98937800,2.34861400
20.85012612,-4.37736500,6.69790000
21.10012610,-2.55219100,15.47125000
21.35012609,-0.93700400,24.89775000
21.60012607,0.88816990,32.83787000
21.85012605,3.37382500,36.74460000
22.10012603,6.04871200,38.41106000
22.35012602,7.32816500,22.68343000
22.60012600,7.35990700,7.11451600
22.85012598,7.39164900,1.93199800
23.10012597,7.32816500,0.31894760
23.35012595,7.29703300,0.00610426
23.60012593,7.23415900,-0.22890980
23.85012591,7.10841200,-0.30673910
24.10012590,6.53155900,-1.50470000
24.35012588,4.33890900,-6.32096200
24.60012586,2.66084700,-14.08100000
24.85012585,1.18178500,-22.20425000
25.10012583,-0.38090590,-28.89604000
25.35012581,-2.37394700,-32.04584000
25.60012579,-4.76559600,-31.81083000
25.85012578,-6.48577700,-30.77005000
26.10012576,-8.99279700,-22.48962000
26.35012574,-10.80759000,-1.45281400
26.60012572,-10.72396000,0.13581980
26.85012571,-10.59761000,0.29147850
27.10012569,-8.58381200,1.48944000
27.35012567,-5.79355400,3.52063200
27.60012566,-3.55939400,10.05677000
27.85012564,-1.89171000,19.35051000
28.10012562,-0.23440360,28.54200000
28.35012560,1.83188900,35.15596000
28.60012559,4.61176900,37.08186000
28.85012557,6.89842500,38.74832000
29.10012555,7.28665600,13.98791000
29.35012554,7.32816500,4.45763600
