Time,Channel B,Channel C
(ms),(V),(V)

-0.29999997,-10.72396000,-12.04981000
-0.04999998,-12.35991000,-0.12513730
0.20000000,-11.81480000,0.50054940
0.44999998,-9.25528000,1.28189500
0.69999997,-6.40214900,2.76523000
0.94999995,-3.95800300,8.05151900
1.19999993,-2.24819900,17.16365000
1.44999991,-0.65376630,26.48486000
1.69999990,1.23428200,33.95800000
1.94999988,3.87742600,36.95214000
2.19999986,6.37406900,39.06116000
2.44999984,7.18166300,19.14296000
2.69999983,7.23415900,5.44805300
2.94999981,7.22378200,1.64662400
3.19999979,7.16090800,0.31894760
3.44999978,7.10841200,-0.07172506
3.69999976,7.04553700,-0.12513730
3.94999974,6.92955700,-0.30673910
4.19999972,6.26907600,-1.73818800
4.44999971,4.16066400,-6.78946400
4.69999969,2.55585400,-14.54951000
4.94999967,1.08716900,-22.35991000
5.19999966,-0.44439020,-28.63509000
5.44999964,-2.44780900,-31.29044000
5.69999962,-4.67159100,-30.79600000
5.94999960,-6.28677800,-29.52020000
6.19999959,-8.51056000,-22.12642000
6.44999957,-12.53815000,-4.08222400
6.69999955,-12.28666000,0.10987670
6.94999953,-10.74472000,0.96905140
7.19999952,-8.04907800,1.75039700
7.44999950,-5.32169400,4.30197800
7.69999948,-3.21328300,11.74918000
7.94999947,-1.56635300,21.14821000
8.19999945,0.10133070,30.07874000
8.44999943,2.24087400,35.91137000
8.69999941,5.10499300,37.39470000
8.94999940,7.48565500,37.55036000
9.19999938,7.22378200,11.25320000
9.44999936,7.27627800,3.52063200
9.69999935,7.22378200,0.83933590
9.94999933,7.23415900,0.03204737
10.19999931,7.12916600,-0.15108050
10.44999929,7.02417300,-0.22890980
10.69999928,6.91917900,-0.33268220
10.94999926,5.39860800,-3.53589300
11.19999924,3.44768600,-9.83549000
11.44999922,1.95763600,-17.77713000
11.69999921,0.46819680,-25.09462000
11.94999919,-1.18911000,-30.24966000
12.19999917,-3.40190500,-31.10884000
12.44999916,-5.28995200,-31.13478000
12.69999914,-7.05225200,-27.95751000
12.94999912,-9.92674800,-15.69405000
13.19999910,-12.24454000,-0.38456840
13.44999909,-11.95092000,0.42272000
13.69999907,-9.69600800,1.17812200
13.94999905,-6.90575000,2.40050100
14.19999904,-4.32547900,6.90544500
14.44999902,-2.52106000,15.57655000
14.69999900,-0.91624950,25.10530000
14.94999898,0.91930160,32.96911000
15.19999897,3.39519000,36.79648000
15.44999895,6.06946700,38.51483000
15.69999893,7.11878900,21.66860000
15.94999891,7.19204000,7.14045900
16.19999890,7.18166300,2.11512600
16.44999888,7.19204000,0.37083380
16.69999886,7.12916600,0.08393358
16.94999885,7.04553700,-0.20296670
17.19999883,6.92955700,-0.30673910
17.44999881,6.58344500,-1.24374300
17.69999879,4.47564400,-5.74868700
17.94999878,2.81833700,-13.16842000
18.19999876,1.36002900,-21.13600000
18.44999874,-0.17152970,-27.72403000
18.69999873,-2.05957700,-31.13478000
18.94999871,-4.36698800,-30.79600000
19.19999869,-5.91930200,-30.32749000
19.44999867,-8.00695900,-23.97448000
19.69999866,-11.87767000,-7.10230700
19.94999864,-12.28666000,0.05799048
20.19999862,-11.15371000,0.86527900
20.44999860,-8.57343400,1.51538300
20.69999859,-5.75143400,3.65034800
20.94999857,-3.50689800,10.13460000
21.19999855,-1.89171000,19.50769000
21.44999854,-0.19228420,28.59388000
21.69999852,1.83188900,35.18191000
21.94999850,4.62214600,37.13374000
22.19999848,6.95092200,38.85362000
22.44999847,7.17128600,13.75290000
22.69999845,7.22378200,4.56293500
22.94999843,7.19204000,1.04688100
23.19999841,7.17128600,0.26553540
23.44999840,7.11878900,-0.15108050
23.69999838,7.01379500,-0.33268220
23.94999836,6.85630600,-0.28079600
24.19999835,5.74472000,-2.83237700
24.44999833,3.70955900,-8.53375600
24.69999831,2.18898800,-16.44946000
24.94999829,0.72030280,-24.02637000
25.19999828,-0.90587230,-29.70181000
25.44999826,-2.99291900,-31.21261000
25.69999824,-5.08057600,-30.97760000
25.94999823,-6.74826000,-28.55726000
26.19999821,-9.23391500,-18.71414000
26.44999819,-12.35991000,-1.06214100
26.69999817,-12.14992000,0.37083380
26.94999816,-10.10499000,1.07282400
27.19999814,-7.34586700,2.08918300
27.44999812,-4.67159100,5.73342700
27.69999810,-2.78354300,13.98791000
27.94999809,-1.19948700,23.54261000
28.19999807,0.61530950,31.92681000
28.44999805,2.94408500,36.58741000
28.69999804,5.73434300,37.94103000
28.94999802,7.22378200,24.34990000
29.19999800,7.21279400,9.11823900
29.44999798,7.26529100,2.29672800
