Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-6.41008400,-1.98541100
-0.24999998,-6.52453900,-1.04016600
0.00000000,-6.53491600,-0.29269930
0.24999998,-6.43083900,0.23196190
0.49999997,-6.19704500,0.64216820
0.74999995,-5.93730900,0.93791970
0.99999993,-5.60981600,1.27548500
1.24999991,-5.24111800,1.69606900
1.49999990,-4.87730400,2.22591900
1.74999988,-4.48754700,2.83329200
1.99999986,-4.11335600,3.63295100
2.24999984,-3.70833800,4.49487300
2.49999983,-3.27707200,5.38792600
2.74999981,-2.86137200,6.27090700
2.99999979,-2.43010600,7.13282900
3.24999978,-1.95702600,7.95843000
3.49999976,-1.47906200,8.64363300
3.74999974,-0.94402390,9.22536900
3.99999972,-0.42943470,9.57331200
4.24999971,0.19930410,9.63038700
4.49999969,0.89030640,9.22536900
4.74999967,1.58649700,8.71108500
4.99999966,2.24117900,8.43090000
5.24999964,2.77133400,8.25937000
5.49999962,3.25448700,8.14522000
5.74999960,3.71688400,7.99993900
5.99999959,4.12739600,7.76095700
6.24999957,4.52234200,7.34556200
6.49999955,4.94841900,6.81082900
6.74999953,5.27072400,6.09418900
6.99999952,5.62385600,5.22189000
7.24999950,5.93578300,4.18325000
7.49999948,6.21627400,3.08265200
7.74999947,6.41893500,2.00250300
7.99999945,6.50714200,1.07831800
8.24999943,6.53339000,0.29422540
8.49999941,6.43450100,-0.21456480
8.74999940,6.19033100,-0.61958250
8.99999938,5.92540600,-0.95195940
9.24999936,5.57196900,-1.31546800
9.49999935,5.22372100,-1.71010900
9.74999933,4.87059000,-2.22408700
9.99999931,4.48083300,-2.86289800
10.24999929,4.07032100,-3.62623600
10.49999928,3.70131900,-4.44664900
10.74999926,3.29599500,-5.32413600
10.99999924,2.85954100,-6.21200100
11.24999922,2.43346400,-7.03760200
11.49999921,1.99182000,-7.81131700
11.74999919,1.48272500,-8.50201400
11.99999917,0.98919550,-9.10938800
12.24999916,0.43309730,-9.43138800
12.49999914,-0.15413260,-9.48846200
12.74999912,-0.85551210,-9.18721800
12.99999910,-1.55689200,-8.69399400
13.24999909,-2.17006500,-8.37718200
13.49999907,-2.72616300,-8.21633500
13.74999905,-3.20412600,-8.12812800
13.99999904,-3.65614700,-7.96697600
14.24999902,-4.08222400,-7.74386500
14.49999900,-4.48235800,-7.34403600
14.74999898,-4.82023000,-6.84043500
14.99999897,-5.23074100,-6.14454900
15.24999895,-5.59425000,-5.27743900
15.49999893,-5.88023400,-4.27511900
15.74999891,-6.16072500,-3.20046400
15.99999890,-6.38414100,-2.10993800
16.24999888,-6.51416200,-1.18056400
16.49999886,-6.51935100,-0.40166040
16.74999885,-6.42565000,0.14375530
16.99999883,-6.23855400,0.57990480
17.24999881,-5.93730900,0.91197660
17.49999879,-5.64125300,1.25473100
17.74999878,-5.30338200,1.64418300
17.99999876,-4.90324700,2.16853900
18.24999874,-4.51867900,2.78140600
18.49999873,-4.18111300,3.50323500
18.74999871,-3.74465900,4.36515700
18.99999869,-3.34971300,5.26858800
19.24999867,-2.92882400,6.15645200
19.49999866,-2.50274700,6.99243100
19.74999864,-2.04034900,7.79208900
19.99999862,-1.56726900,8.55542700
20.24999860,-1.01666500,9.12678500
20.49999859,-0.50207540,9.51593200
20.74999857,0.13704060,9.58887800
20.99999855,0.77615670,9.28763300
21.24999854,1.50866800,8.77884300
21.49999852,2.18410400,8.45684200
21.74999850,2.71426000,8.29050200
21.99999848,3.22335500,8.16597500
22.24999847,3.66499800,8.04144800
22.49999845,4.08069800,7.79727700
22.74999843,4.47045500,7.44933500
22.99999841,4.85502400,6.93016700
23.24999840,5.20815500,6.22390400
23.49999838,5.57715800,5.38273700
23.74999836,5.91502900,4.35478000
23.99999835,6.16438800,3.24868800
24.24999833,6.40855800,2.16853900
24.49999831,6.52820200,1.18727900
24.74999829,6.54376700,0.37724330
24.99999828,6.44487900,-0.18862170
25.24999826,6.24221700,-0.59882800
25.49999824,5.96691500,-0.89488460
25.74999823,5.62385600,-1.23763900
25.99999821,5.27591200,-1.64265700
26.24999819,4.90172100,-2.15144700
26.49999817,4.52753000,-2.76950300
26.74999816,4.15852700,-3.48583800
26.99999814,3.76907600,-4.31144000
27.24999812,3.35856400,-5.18892700
27.49999810,2.92211000,-6.06153100
27.74999809,2.48565500,-6.90788700
27.99999807,2.02814100,-7.72311100
28.24999805,1.56055400,-8.43425700
28.49999804,1.08259100,-9.01080400
28.74999802,0.52130390,-9.41063300
28.99999800,-0.07080942,-9.50921700
29.24999798,-0.74655110,-9.24948100
