Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-6.37895300,-2.26040800
-0.24999998,-6.50378500,-1.29990200
0.00000000,-6.56085900,-0.48467830
0.24999998,-6.46746400,0.10712980
0.49999997,-6.24374300,0.54358440
0.74999995,-5.97362900,0.87046750
0.99999993,-5.66200700,1.19765600
1.24999991,-5.32932500,1.58710800
1.49999990,-4.96551100,2.06476600
1.74999988,-4.59162500,2.67763400
1.99999986,-4.22262200,3.42021700
2.24999984,-3.82248800,4.25619600
2.49999983,-3.40159900,5.11292900
2.74999981,-2.97552200,6.04230300
2.99999979,-2.54425600,6.88865800
3.24999978,-2.08704700,7.70907100
3.49999976,-1.61427200,8.47240800
3.74999974,-1.10487100,9.05902800
3.99999972,-0.57502140,9.47961100
4.24999971,0.02258576,9.60444400
4.49999969,0.71358810,9.34989600
4.74999967,1.43083900,8.83591700
4.99999966,2.08033200,8.47240800
5.24999964,2.64650200,8.29569100
5.49999962,3.14552500,8.18154000
5.74999960,3.60792300,8.04663700
5.99999959,4.01843500,7.82322000
6.24999957,4.40300300,7.48565500
6.49999955,4.78726600,6.97167600
6.74999953,5.16145800,6.28128400
6.99999952,5.51489400,5.45568300
7.24999950,5.85764800,4.47411800
7.49999948,6.13325600,3.41502900
7.74999947,6.37223800,2.31931400
7.99999945,6.50714200,1.32737100
8.24999943,6.52820200,0.51214750
8.49999941,6.46044400,-0.07966060
8.74999940,6.29929200,-0.53137590
8.99999938,5.99285800,-0.87931880
9.24999936,5.68123500,-1.19094100
9.49999935,5.33817600,-1.55445000
9.74999933,4.95879600,-2.06324000
9.99999931,4.57941600,-2.66023700
10.24999929,4.20034200,-3.41319700
10.49999928,3.82615100,-4.21285500
10.74999926,3.43120500,-5.08515500
10.99999924,2.97918400,-5.95745300
11.24999922,2.56348400,-6.83524600
11.49999921,2.11665200,-7.62941000
11.74999919,1.63350000,-8.36680500
11.99999917,1.12928800,-8.95373000
12.24999916,0.59424980,-9.37431300
12.49999914,-0.01373459,-9.52997200
12.74999912,-0.65285070,-9.31723800
12.99999910,-1.38047900,-8.82370900
13.24999909,-2.00921800,-8.45501100
13.49999907,-2.58576500,-8.25784400
13.74999905,-3.11073100,-8.14369400
13.99999904,-3.57831800,-8.07105400
14.24999902,-3.98882900,-7.81650600
14.49999900,-4.38896300,-7.47375200
14.74999898,-4.77872000,-7.00128200
14.99999897,-5.11109700,-6.36766000
15.24999895,-5.50604300,-5.51611500
15.49999893,-5.79172200,-4.57636400
15.74999891,-6.12440500,-3.48064900
15.99999890,-6.34263200,-2.40080600
16.24999888,-6.50378500,-1.40367500
16.49999886,-6.52972700,-0.58326210
16.74999885,-6.47784100,0.06043218
16.99999883,-6.29074600,0.50177030
17.24999881,-6.01513900,0.83933590
17.49999879,-5.72427000,1.14058100
17.74999878,-5.37083400,1.50927800
17.99999876,-5.01770200,1.99731400
18.24999874,-4.64351100,2.57874500
18.49999873,-4.25894300,3.30057400
18.74999871,-3.84843100,4.13655200
18.99999869,-3.47424000,5.00366300
19.24999867,-3.01703100,5.91777600
19.49999866,-2.60133100,6.78488600
19.74999864,-2.15968800,7.60529900
19.99999862,-1.67134700,8.37382500
20.24999860,-1.17262900,8.97601000
20.49999859,-0.64247350,9.44848000
20.74999857,-0.02930045,9.60963200
20.99999855,0.63057010,9.42253700
21.24999854,1.34232700,8.91893500
21.49999852,1.98663200,8.53467200
21.74999850,2.58423900,8.32712700
21.99999848,3.07258000,8.21786100
22.24999847,3.54566000,8.06220200
22.49999845,3.97173700,7.86991800
22.74999843,4.38713200,7.53784600
22.99999841,4.75613500,7.05988300
23.24999840,5.12513700,6.42656600
23.49999838,5.49414000,5.61653000
23.74999836,5.81095100,4.62458800
23.99999835,6.14882200,3.53436700
24.24999833,6.34110600,2.42827500
24.49999831,6.51233100,1.42626000
24.74999829,6.54895600,0.61103650
24.99999828,6.48119900,-0.03815163
25.24999826,6.29929200,-0.48986690
25.49999824,6.02399000,-0.80667810
25.74999823,5.71236700,-1.11830100
25.99999821,5.36930800,-1.53888400
26.24999819,5.01587100,-1.96984500
26.49999817,4.65755100,-2.58240700
26.74999816,4.25222800,-3.30423600
26.99999814,3.86766000,-4.08832800
27.24999812,3.44158200,-4.98138200
27.49999810,3.03625900,-5.84330400
27.74999809,2.61537100,-6.68447100
27.99999807,2.17891600,-7.47375200
28.24999805,1.71651800,-8.25784400
28.49999804,1.22298900,-8.87590000
28.74999802,0.67726770,-9.32761600
28.99999800,0.12116960,-9.51440600
29.24999798,-0.55426690,-9.33799300
