Time,Channel B,Channel C
(ms),(V),(V)

-0.49999997,-6.42565000,-1.93352500
-0.24999998,-6.55048200,-1.02460000
0.00000000,-6.52453900,-0.27682820
0.24999998,-6.40489500,0.24752780
0.49999997,-6.17629100,0.67848860
0.74999995,-5.90098900,0.96416800
0.99999993,-5.56311800,1.34293700
1.24999991,-5.22555300,1.74276600
1.49999990,-4.83579500,2.28299400
1.74999988,-4.47717000,2.90593300
1.99999986,-4.07184700,3.67446000
2.24999984,-3.69246700,4.53119300
2.49999983,-3.24044700,5.41905700
2.74999981,-2.83512400,6.33317000
2.99999979,-2.38310300,7.15877200
3.24999978,-1.93108300,7.93767500
3.49999976,-1.44274200,8.65401100
3.74999974,-0.95958980,9.19942600
3.99999972,-0.36717130,9.55774600
4.24999971,0.23562450,9.56812400
4.49999969,0.92662680,9.23055700
4.74999967,1.63868900,8.69551900
4.99999966,2.27261600,8.41014500
5.24999964,2.79727700,8.26974700
5.49999962,3.30637300,8.17116400
5.74999960,3.72207300,8.00512800
5.99999959,4.13777300,7.74020200
6.24999957,4.54828500,7.34556200
6.49999955,4.92766400,6.79007400
6.74999953,5.27072400,6.05786800
6.99999952,5.62385600,5.17519200
7.24999950,5.96691500,4.13655200
7.49999948,6.23702800,3.02038800
7.74999947,6.43450100,1.97137100
7.99999945,6.52820200,1.01605400
8.24999943,6.49157600,0.27347090
8.49999941,6.42412400,-0.24050790
8.74999940,6.17476500,-0.65071420
8.99999938,5.88389700,-0.96752530
9.24999936,5.55640300,-1.30509100
9.49999935,5.21334400,-1.73605200
9.74999933,4.87577800,-2.24484200
9.99999931,4.47564400,-2.87846400
10.24999929,4.05994400,-3.66255600
10.49999928,3.67537500,-4.49853500
10.74999926,3.25448700,-5.35526800
10.99999924,2.86991800,-6.23275500
11.24999922,2.41789800,-7.09467700
11.49999921,1.96587700,-7.87358000
11.74999919,1.48272500,-8.55908900
11.99999917,0.96294710,-9.09382200
12.24999916,0.43309730,-9.46770900
12.49999914,-0.17488710,-9.48327400
12.74999912,-0.88664390,-9.16127400
12.99999910,-1.58832900,-8.63691800
13.24999909,-2.19600800,-8.32010700
13.49999907,-2.73654000,-8.19039200
13.74999905,-3.23007000,-8.10218500
13.99999904,-3.66133500,-7.95141000
14.24999902,-4.08741300,-7.71792200
14.49999900,-4.47717000,-7.33884800
14.74999898,-4.89287000,-6.79862000
14.99999897,-5.23074100,-6.12379500
15.24999895,-5.58387200,-5.25149500
15.49999893,-5.93730900,-4.27511900
15.74999891,-6.18666800,-3.15895500
15.99999890,-6.42046100,-2.10993800
16.24999888,-6.54529300,-1.14424400
16.49999886,-6.51416200,-0.40166040
16.74999885,-6.42046100,0.20601880
16.99999883,-6.21780000,0.59547060
17.24999881,-5.94768600,0.92754240
17.49999879,-5.60462700,1.26510800
17.74999878,-5.26187300,1.64937100
17.99999876,-4.92400200,2.15297300
18.24999874,-4.51349000,2.81253800
18.49999873,-4.13441600,3.56031000
18.74999871,-3.73428200,4.39110000
18.99999869,-3.30820400,5.27896500
19.24999867,-2.90288100,6.15126400
19.49999866,-2.47680400,7.01837300
19.74999864,-2.01959500,7.81284300
19.99999862,-1.54132600,8.55023800
20.24999860,-0.98553290,9.14235100
20.49999859,-0.47613230,9.52630900
20.74999857,0.14222930,9.64076400
20.99999855,0.82804300,9.31876500
21.24999854,1.54498800,8.81516300
21.49999852,2.17891600,8.42571100
21.74999850,2.74020300,8.28012500
21.99999848,3.21297800,8.18672900
22.24999847,3.68575300,8.05701400
22.49999845,4.05994400,7.83878600
22.74999843,4.50158700,7.43895700
22.99999841,4.85502400,6.85752600
23.24999840,5.25515800,6.17720700
23.49999838,5.58234600,5.27896500
23.74999836,5.93059400,4.28213900
23.99999835,6.17995400,3.17085800
24.24999833,6.40336900,2.11146400
24.49999831,6.55933300,1.15095800
24.74999829,6.55414500,0.37205470
24.99999828,6.40336900,-0.17824440
25.24999826,6.21108500,-0.58326210
25.49999824,5.94616000,-0.91563910
25.74999823,5.65498700,-1.25320500
25.99999821,5.27072400,-1.68416500
26.24999819,4.88615600,-2.14106900
26.49999817,4.50677600,-2.79025700
26.74999816,4.12220700,-3.52734700
26.99999814,3.71688400,-4.35813700
27.24999812,3.33262100,-5.23592900
27.49999810,2.91173200,-6.10822900
27.74999809,2.47527800,-6.95977300
27.99999807,2.00738600,-7.76980800
28.24999805,1.54498800,-8.46569300
28.49999804,1.00995000,-9.06788000
28.74999802,0.51092660,-9.43657700
28.99999800,-0.10224640,-9.55072600
29.24999798,-0.75692830,-9.23391500
