Time,Channel B,Channel C
(ms),(V),(mV)

-0.33885060,6.96465600,-38.54840000
-0.08885062,7.00097700,-10.23990000
0.16114936,6.96465600,18.57221000
0.41114935,6.93321900,45.30887000
0.66114933,6.84501300,71.26724000
0.91114931,6.70980400,98.53802000
1.16114930,6.53339000,123.97750000
1.41114928,6.33591700,150.19530000
1.66114926,6.07587600,177.19140000
1.91114924,5.77463100,204.18750000
2.16114923,5.45781900,228.32980000
2.41114921,5.08881700,252.47220000
2.66114919,4.70943700,274.02020000
2.91114917,4.26260500,294.01170000
3.16114916,3.80539600,312.96540000
3.41114914,3.34299800,325.17400000
3.66114912,2.85435200,338.92380000
3.91114911,2.31412500,350.35400000
4.16114909,1.81510200,361.76900000
4.41114907,1.30081800,373.19920000
4.66114905,0.75509700,374.75580000
4.91114904,0.22005860,374.75580000
5.16114902,-0.30490780,383.05760000
5.41114900,-0.82956900,392.41240000
5.66114899,-1.38566700,380.46330000
5.91114897,-1.92070600,367.23230000
6.16114895,-2.43529500,356.58040000
6.41114893,-2.92363600,342.83050000
6.66114892,-3.41197700,329.32490000
6.91114890,-3.86399700,314.26260000
7.16114888,-4.31601800,296.60600000
7.41114886,-4.71096300,277.66750000
7.66114885,-5.12666300,256.89780000
7.91114883,-5.48010000,235.09030000
8.16114881,-5.80210000,210.16970000
8.41114880,-6.08808400,184.97430000
8.66114878,-6.37376400,172.78110000
8.91114876,-6.56604800,125.79350000
9.16114874,-6.71682300,100.87290000
9.41114873,-6.87248200,74.12098000
9.66114871,-6.95061600,44.01171000
9.91114869,-6.98174800,16.23733000
10.16114868,-6.98693700,-15.18435000
10.41114866,-6.95061600,-40.62385000
10.66114864,-6.86729300,-66.32278000
10.91114862,-6.73238900,-92.54059000
11.16114861,-6.59718000,-116.68290000
11.41114859,-6.36857500,-144.45730000
11.66114857,-6.11921600,-172.76580000
11.91114855,-5.83872600,-200.28080000
12.16114854,-5.53198600,-225.46090000
12.41114852,-5.17336100,-248.56550000
12.66114850,-4.77353200,-271.15120000
12.91114849,-4.36820900,-292.18040000
13.16114847,-3.91618800,-309.83700000
13.41114845,-3.41716500,-325.41810000
13.66114843,-2.89769200,-338.90850000
13.91114842,-2.45604900,-352.15480000
14.16114840,-1.89995100,-366.68290000
14.41114838,-1.35423000,-374.22170000
14.66114837,-0.80881450,-381.22630000
14.91114835,-0.26309370,-377.33480000
15.16114833,0.28751070,-391.61880000
15.41114831,0.82285430,-396.02910000
15.66114830,1.36827000,-385.37720000
15.91114828,1.88804800,-369.81140000
16.16114826,2.41789800,-359.67830000
16.41114824,2.89067300,-347.74440000
16.66114823,3.41563900,-331.64450000
16.91114821,3.86766000,-317.36050000
17.16114819,4.35600000,-291.92100000
17.41114818,4.74056900,-279.20890000
17.66114816,5.13551500,-255.05130000
17.91114814,5.49414000,-235.85340000
18.16114812,5.84208300,-209.36090000
18.41114811,6.09144200,-182.62420000
18.66114809,6.38780400,-157.44410000
18.91114807,6.62159700,-129.15090000
19.16114805,6.75161700,-100.32350000
19.41114804,6.87614400,-72.80856000
19.66114802,6.98022200,-43.21816000
19.91114800,7.02173100,-15.96264000
20.16114799,7.01135400,12.86473000
20.41114797,6.95946700,40.89854000
20.66114795,6.85539000,68.15406000
20.91114793,6.72536900,93.33414000
21.16114792,6.60084200,119.29250000
21.41114790,6.37742600,147.08220000
21.66114788,6.13844400,174.07820000
21.91114787,5.83170600,198.48000000
22.16114785,5.53046000,225.47610000
22.41114783,5.13551500,247.80240000
22.66114781,4.74056900,269.86940000
22.91114780,4.33524600,290.89850000
23.16114778,3.87284800,308.81450000
23.41114776,3.42601600,322.83910000
23.66114774,2.92211000,337.36720000
23.91114773,2.40752000,349.05690000
24.16114771,1.90361400,355.02380000
24.41114769,1.38902400,368.78890000
24.66114768,0.84879740,375.01520000
24.91114766,0.28232200,373.97750000
25.16114764,-0.24752780,382.79820000
25.41114762,-0.75692830,393.19060000
25.66114761,-1.32309900,383.83590000
25.91114759,-1.80655600,370.60490000
26.16114757,-2.35716000,359.43410000
26.41114756,-2.84550100,340.48040000
26.66114754,-3.37565600,332.95690000
26.91114752,-3.80692200,316.59750000
27.16114750,-4.25894300,300.77220000
27.41114749,-4.66945400,282.33730000
27.66114747,-5.09034300,263.38360000
27.91114745,-5.45934500,239.24120000
28.16114743,-5.77096800,213.02340000
28.41114742,-6.11402800,186.79040000
28.66114740,-6.35300900,161.09140000
28.91114738,-6.56604800,133.57650000
29.16114737,-6.73238900,105.54270000
29.41114735,-6.87767000,76.98998000
29.66114733,-6.99212600,48.16261000
29.91114731,-7.01806800,19.09107000
30.16114730,-7.03882300,-10.75876000
30.41114728,-6.98174800,-36.21352000
30.66114726,-6.90391900,-62.17189000
30.91114725,-6.81021800,-89.16798000
31.16114723,-6.60755700,-114.86690000
31.41114721,-6.42046100,-142.38190000
31.66114719,-6.18666800,-168.09610000
31.91114718,-5.92693200,-197.16760000
32.16114716,-5.56830600,-222.86650000
32.41114714,-5.24111800,-246.74950000
32.66114712,-4.82023000,-268.29750000
32.91114711,-4.39415200,-289.84560000
33.16114709,-3.96807500,-307.24270000
33.41114707,-3.48461700,-323.86150000
33.66114706,-3.02221900,-337.61140000
33.91114704,-2.48199200,-351.11710000
34.16114702,-1.96740300,-366.42350000
34.41114700,-1.42198800,-373.96220000
34.66114699,-0.89183250,-380.96690000
34.91114697,-0.33603950,-377.33480000
35.16114695,0.19930410,-387.45270000
35.41114694,0.74471980,-399.14230000
35.66114692,1.26968600,-389.00920000
35.91114690,1.80991300,-375.51880000
36.16114688,2.34525700,-362.27260000
36.41114687,2.87510700,-351.63590000
36.66114685,3.34818700,-337.35200000
36.91114683,3.82096200,-324.38040000
37.16114681,4.27298300,-301.53520000
37.41114680,4.69906000,-282.84090000
37.66114678,5.07844000,-261.03340000
37.91114676,5.44194800,-238.70710000
38.16114675,5.79538500,-205.72880000
38.41114673,6.07587600,-188.33170000
38.66114671,6.35148300,-160.29790000
38.91114669,6.58527700,-133.30180000
39.16114668,6.73605200,-104.74910000
39.41114666,6.88133300,-74.62458000
39.66114664,6.98022200,-46.59076000
39.91114662,7.02692000,-17.51923000
40.16114661,7.01135400,10.78928000
40.41114659,6.99578800,36.22879000
40.66114657,6.92803000,64.52203000
40.91114656,6.76718300,91.25869000
41.16114654,6.60603100,116.43880000
41.41114652,6.40336900,143.70950000
41.66114650,6.17476500,168.88960000
41.91114649,5.89946300,197.44230000
42.16114647,5.55121500,222.88180000
42.41114645,5.19777800,245.98640000
42.66114644,4.80802100,270.12880000
42.91114642,4.40300300,288.04480000
43.16114640,3.95067700,306.99850000
43.41114638,3.45714800,323.61730000
43.66114637,2.99993900,336.32950000
43.91114635,2.47527800,347.50030000
44.16114633,1.98144300,360.21240000
44.41114631,1.43602700,369.30770000
44.66114630,0.93181540,375.01520000
44.91114628,0.36564520,373.19920000
45.16114626,-0.16450980,383.83590000
45.41114625,-0.68917100,394.22840000
45.66114623,-1.22970300,385.91130000
45.91114621,-1.75436400,374.75580000
46.16114619,-2.27933100,361.50960000
46.41114618,-2.77286100,349.05690000
46.66114616,-3.28745000,334.25400000
46.91114614,-3.77060200,319.45120000
47.16114613,-4.20705700,302.58820000
47.41114611,-4.66426600,284.41280000
47.66114609,-5.06958900,264.68070000
47.91114607,-5.43859100,241.57610000
48.16114606,-5.77096800,217.43370000
48.41114604,-6.05176400,190.43770000
48.66114602,-6.34263200,167.07360000
48.91114600,-6.54529300,137.46790000
49.16114599,-6.71682300,109.69360000
49.41114597,-6.88285900,79.84373000
49.66114595,-7.00250200,51.53522000
49.91114594,-7.01806800,22.46368000
