Time,Channel B,Channel C
(ms),(V),(mV)

-0.47731877,7.74386500,-58.28043000
-0.22731879,7.78018500,-27.37761000
0.02268120,7.81162300,2.73165700
0.27268118,7.79605700,32.07789000
0.52268116,7.71792200,62.96545000
0.77268114,7.58820600,92.03699000
1.02268113,7.42186500,124.49640000
1.27268111,7.18807200,154.86510000
1.52268109,6.95427900,184.45550000
1.77268108,6.62678500,210.16970000
2.02268106,6.28372600,234.05260000
2.27268104,5.93578300,261.82700000
2.52268102,5.47857400,289.60140000
2.77268101,5.04212000,315.30030000
3.02268099,4.52234200,336.32950000
3.27268097,4.03400100,355.02380000
3.52268095,3.46233700,370.60490000
3.77268094,2.92729800,385.65190000
4.02268092,2.35044600,395.26610000
4.27268090,1.74765000,409.55010000
4.52268089,1.16042000,419.92730000
4.77268087,0.54724700,423.04050000
5.02268085,-0.07080942,430.83870000
5.27268083,-0.62171890,438.36220000
5.52268082,-1.24526900,432.65470000
5.77268080,-1.84806500,415.77640000
6.02268078,-2.42491700,404.86510000
6.27268077,-3.00665400,390.85580000
6.52268075,-3.53680900,375.53410000
6.77268073,-4.07703600,359.43410000
7.02268071,-4.59162500,341.25870000
7.27268070,-5.09034300,322.32020000
7.52268068,-5.50085400,298.95610000
7.77268066,-5.94249800,273.76080000
8.02268064,-6.32187700,250.91560000
8.27268063,-6.68050300,222.62240000
8.52268061,-6.99212600,191.99420000
8.77268059,-7.22591900,160.05370000
9.02268058,-7.45971200,116.43880000
9.27268056,-7.63643000,94.89072000
9.52268054,-7.71944800,63.48431000
9.77268052,-7.80796000,32.07789000
10.02268051,-7.83390300,0.13734590
10.27268049,-7.83909200,-31.78794000
10.52268047,-7.75607300,-59.83701000
10.77268046,-7.64680700,-90.20571000
11.02268044,-7.46490000,-121.09330000
11.27268042,-7.24667300,-152.77440000
11.52268040,-6.99731400,-181.58650000
11.77268039,-6.68050300,-210.65800000
12.02268037,-6.35819800,-225.97970000
12.27268035,-5.95806400,-258.69860000
12.52268033,-5.54755200,-286.21350000
12.77268032,-5.11109700,-313.72850000
13.02268030,-4.62794500,-333.97930000
13.27268028,-4.11335600,-337.61140000
13.52268027,-3.54199700,-370.33020000
13.77268025,-3.00146500,-384.85830000
14.02268023,-2.42491700,-400.18010000
14.27268021,-1.82731000,-413.16690000
14.52268020,-1.22451500,-416.53950000
14.77268018,-0.60096450,-427.43560000
15.02268016,0.00183128,-434.45540000
15.27268015,0.59424980,-438.86580000
15.52268013,1.17598600,-437.04980000
15.77268011,1.81510200,-424.58180000
16.02268009,2.40752000,-408.74130000
16.27268008,2.96880700,-394.21310000
16.52268006,3.51941200,-379.15090000
16.77268004,4.07551000,-360.71600000
17.02268002,4.58460500,-343.31880000
17.27268001,5.06287400,-317.61990000
17.52267999,5.52527100,-297.88790000
17.77267997,5.95134900,-273.74550000
18.02267996,6.33072900,-248.82490000
18.27267994,6.66829400,-221.31000000
18.52267992,7.00616500,-189.62880000
18.77267990,7.26071300,-157.18470000
19.02267989,7.44262000,-122.13100000
19.27267987,7.59858400,-94.61604000
19.52267985,7.73867700,-63.20962000
19.77267984,7.81681100,-31.78794000
20.02267982,7.85313100,-1.15980900
20.27267980,7.81681100,29.46832000
20.52267978,7.72311100,59.59284000
20.77267977,7.62971500,88.66438000
21.02267975,7.44262000,119.81140000
21.27267973,7.24514700,150.97360000
21.52267971,6.99059900,181.60170000
21.77267970,6.66829400,207.56010000
22.02267968,6.35667200,229.10820000
22.27267966,5.97729200,258.71380000
22.52267965,5.57196900,287.52590000
22.77267963,5.11476000,313.74370000
23.02267961,4.63679600,334.25400000
23.27267959,4.10145300,354.50490000
23.52267958,3.57160300,370.34550000
23.77267956,3.03625900,382.79820000
24.02267954,2.43346400,397.60100000
24.27267952,1.84135000,409.55010000
24.52267951,1.22817700,416.29530000
24.77267949,0.62538150,421.74330000
25.02267947,0.03815163,428.48860000
25.27267946,-0.56983270,438.10280000
25.52267944,-1.16744000,436.54620000
25.77267942,-1.76993000,420.96510000
26.02267940,-2.33640600,407.45940000
26.27267939,-2.90807000,394.48780000
26.52267937,-3.46905100,382.27930000
26.77267935,-4.00958300,360.21240000
27.02267934,-4.52386800,344.12770000
27.27267932,-5.02289100,322.57960000
27.52267930,-5.44896800,302.06930000
27.77267928,-5.91655400,275.59210000
28.02267927,-6.28555700,255.34120000
28.27267925,-6.63350000,227.03270000
28.52267923,-6.96099400,196.14520000
28.77267921,-7.19997500,163.16690000
29.02267920,-7.42858000,137.20850000
29.27267918,-7.62605300,99.05688000
29.52267916,-7.75088500,68.93236000
29.77267915,-7.83390300,35.96935000
30.02267913,-7.83390300,4.02881200
30.27267911,-7.82352600,-25.30216000
30.52267909,-7.77682800,-55.41143000
30.77267908,-7.65718500,-86.83310000
31.02267906,-7.48565500,-116.42350000
31.27267904,-7.29337100,-148.10460000
31.52267903,-7.04401200,-178.47330000
31.77267901,-6.73757800,-205.21000000
32.02267899,-6.41527300,-223.38540000
32.27267897,-6.02551600,-254.79180000
32.52267896,-5.60462700,-282.84090000
32.77267894,-5.17855000,-308.53990000
33.02267892,-4.69539700,-331.64450000
33.27267890,-4.16035900,-351.63590000
33.52267889,-3.61982700,-369.03310000
33.77267887,-3.06922200,-377.33480000
34.02267885,-2.49755800,-399.14230000
34.27267884,-1.92070600,-412.90740000
34.52267882,-1.31272100,-420.94980000
34.77267880,-0.70992550,-427.69500000
35.02267878,-0.10224640,-433.14310000
35.27267877,0.49536080,-441.20070000
35.52267875,1.14485400,-439.90350000
35.77267873,1.73208400,-425.10070000
36.02267872,2.30374800,-411.61030000
36.27267870,2.90135500,-396.80740000
36.52267868,3.44677100,-381.48570000
36.77267866,3.96105500,-363.31030000
37.02267865,4.51196400,-344.61600000
37.27267863,5.01587100,-323.60210000
37.52267861,5.44713700,-302.31350000
37.77267859,5.89427400,-278.15590000
38.02267858,6.27853700,-252.97580000
38.27267856,6.61640800,-225.46090000
38.52267854,6.93840800,-193.79500000
38.77267853,7.20882700,-163.41100000
39.02267851,7.42186500,-130.70750000
39.27267849,7.58301800,-99.28579000
39.52267847,7.71792200,-67.36052000
39.77267846,7.80124500,-35.43523000
40.02267844,7.83237700,-4.79184400
40.27267842,7.81681100,25.05799000
40.52267840,7.75943100,52.57294000
40.77267839,7.66603600,85.55121000
41.02267837,7.48931700,115.40100000
41.27267835,7.27627800,147.08220000
41.52267834,7.01135400,175.63480000
41.77267832,6.70980400,203.66860000
42.02267830,6.40855800,225.47610000
42.27267828,6.05512100,255.86010000
42.52267827,5.61866700,285.96930000
42.77267825,5.16145800,310.37110000
43.02267823,4.67311700,330.36260000
43.27267822,4.17409300,351.91060000
43.52267820,3.63905500,367.23230000
43.77267818,3.06739100,379.68500000
44.02267816,2.50122100,395.00670000
44.27267815,1.91918000,410.84730000
44.52267813,1.32157200,417.07360000
44.77267811,0.76028570,422.00280000
45.02267809,0.15779510,428.22910000
45.27267808,-0.44500060,435.76790000
45.52267806,-1.09968300,437.58390000
45.77267804,-1.72323300,426.41310000
46.02267803,-2.27933100,409.55010000
46.27267801,-2.83512400,395.26610000
46.52267799,-3.38603300,380.72270000
46.77267797,-3.92656600,362.80670000
47.02267796,-4.45641600,346.98140000
47.27267794,-4.96551100,327.24940000
47.52267792,-5.42302500,304.14480000
47.77267791,-5.83872600,283.11560000
48.02267789,-6.22817700,258.19490000
48.27267787,-6.60236800,231.97720000
48.52267785,-6.92467300,202.89040000
48.77267784,-7.18441000,170.44620000
49.02267782,-7.43376900,137.46790000
49.27267780,-7.60529900,104.50490000
49.52267778,-7.70907100,75.41814000
49.77267777,-7.83390300,40.63911000
