Time,Channel B,Channel C
(ms),(V),(mV)

-0.27452110,7.85832000,-20.89183000
-0.02452112,7.86869700,-4.53241300
0.22547886,7.82718800,41.67684000
0.47547885,7.75943100,71.52667000
0.72547883,7.60377200,101.91060000
0.97547881,7.43224200,135.91130000
1.22547880,7.20363800,159.27540000
1.47547878,6.88133300,190.95650000
1.72547876,6.61121900,221.06580000
1.97547874,6.24221700,246.24590000
2.22547873,5.83689400,274.27970000
2.47547871,5.43157100,298.95610000
2.72547869,4.93804200,324.91450000
2.97547867,4.41856900,346.98140000
3.22547866,3.90916800,362.02840000
3.47547864,3.35856400,375.27470000
3.72547862,2.78690000,388.52090000
3.97547861,2.19967000,399.67650000
4.22547859,1.62312300,410.32840000
4.47547857,1.01513900,418.88960000
4.72547855,0.41234280,424.85650000
4.97547854,-0.14894400,432.91420000
5.22547852,-0.77768280,445.10740000
5.47547850,-1.37529000,431.61700000
5.72547848,-1.97259200,417.85190000
5.97547847,-2.54944400,401.49250000
6.22547845,-3.13148600,384.09530000
6.47547843,-3.63020400,371.64260000
6.72547842,-4.19667900,364.89740000
6.97547840,-4.70577500,343.60880000
7.22547838,-5.20998700,319.45120000
7.47547836,-5.63606400,293.49280000
7.72547835,-6.06214100,271.94480000
7.97547833,-6.43602700,248.58070000
8.22547831,-6.77908700,219.76860000
8.47547830,-7.08033200,184.19610000
8.72547828,-7.31412500,153.04910000
8.97547826,-7.51159800,122.68040000
9.22547824,-7.68312800,90.48040000
9.47547823,-7.79239400,58.81455000
9.72547821,-7.85465800,25.57685000
9.97547819,-7.86503500,-6.34843100
10.22547817,-7.83390300,-36.47295000
10.47547816,-7.74569700,-66.84165000
10.72547814,-7.62086400,-96.17262000
10.97547812,-7.43376900,-126.55660000
11.22547811,-7.21554100,-155.88750000
11.47547809,-6.97656000,-185.21850000
11.72547807,-6.66982000,-214.04590000
11.97547805,-6.29074600,-241.82030000
12.22547804,-5.92174300,-267.25980000
12.47547802,-5.49566600,-293.47760000
12.72547800,-5.02289100,-320.47370000
12.97547799,-4.51349000,-343.05940000
13.22547797,-3.98882900,-359.93770000
13.47547795,-3.43792000,-373.44340000
13.72547793,-2.88731500,-387.97150000
13.97547792,-2.32084000,-403.81210000
14.22547790,-1.69210100,-414.98290000
14.47547788,-1.08411700,-424.84120000
14.72547786,-0.48650960,-430.80820000
14.97547785,0.12116960,-435.75260000
15.22547783,0.77066290,-449.50250000
15.47547781,1.34232700,-437.30920000
15.72547780,1.96068900,-423.80350000
15.97547778,2.53754100,-406.66580000
16.22547776,3.09333400,-390.84050000
16.47547774,3.62348900,-377.59430000
16.72547773,4.16890500,-366.95760000
16.97547771,4.71981400,-344.09710000
17.22547769,5.20296700,-320.73310000
17.47547768,5.65498700,-294.77470000
17.72547766,6.08106500,-270.63240000
17.97547764,6.44487900,-242.59860000
18.22547762,6.78793800,-213.78650000
18.47547761,7.07361700,-185.47800000
18.72547759,7.33854200,-151.99610000
18.97547757,7.52563800,-122.90930000
19.22547755,7.70235600,-90.98399000
19.47547754,7.79056300,-56.70858000
19.72547752,7.84794300,-23.48614000
19.97547750,7.85313100,7.14198400
20.22547749,7.82718800,37.78537000
20.47547747,7.75424200,66.59748000
20.72547745,7.60896100,97.22561000
20.97547743,7.43743100,127.86900000
21.22547742,7.19845000,156.94050000
21.47547740,6.96465600,187.32450000
21.72547738,6.66829400,215.61770000
21.97547736,6.28372600,245.20810000
22.22547735,5.90984000,271.94480000
22.47547733,5.48376300,296.60600000
22.72547731,4.99511700,322.32020000
22.97547730,4.50677600,342.83050000
23.22547728,3.98730300,358.65580000
23.47547726,3.43120500,374.75580000
23.72547724,2.90135500,385.65190000
23.97547723,2.31412500,397.86040000
24.22547721,1.71132900,409.29060000
24.47547719,1.11372200,418.88960000
24.72547718,0.50573800,419.92730000
24.97547716,-0.07599805,432.65470000
25.22547714,-0.72060800,439.91880000
25.47547712,-1.27640100,430.30460000
25.72547711,-1.89995100,419.92730000
25.97547709,-2.48199200,402.27080000
26.22547707,-3.02221900,390.59640000
26.47547705,-3.57831800,372.93980000
26.72547704,-4.11854500,368.27000000
26.97547702,-4.64351100,345.42480000
27.22547700,-5.13185200,322.83910000
27.47547699,-5.57349500,297.38430000
27.72547697,-5.99438400,273.50140000
27.97547695,-6.36857500,247.28360000
28.22547693,-6.74276600,218.47150000
28.47547692,-7.02844600,188.36220000
28.72547690,-7.30893700,157.97830000
28.97547688,-7.50122100,125.53410000
29.22547687,-7.67793900,95.15016000
29.47547685,-7.79758300,61.66829000
29.72547683,-7.87022400,31.54377000
29.97547681,-7.87022400,-0.64094730
30.22547680,-7.84428000,-34.65694000
30.47547678,-7.76645100,-60.61530000
30.72547676,-7.64161900,-92.02173000
30.97547674,-7.48046600,-122.64980000
31.22547673,-7.25186200,-152.77440000
31.47547671,-7.00769100,-182.62420000
31.72547669,-6.69088000,-210.91750000
31.97547668,-6.36857500,-237.92880000
32.22547666,-5.97362900,-265.70320000
32.47547664,-5.54236400,-293.99640000
32.72547662,-5.06440000,-319.95480000
32.97547661,-4.58643600,-340.98400000
33.22547659,-4.08741300,-363.82920000
33.47547657,-3.53680900,-372.40570000
33.72547656,-2.96514500,-386.15550000
33.97547654,-2.39866900,-401.21780000
34.22547652,-1.79617900,-413.16690000
34.47547650,-1.19338300,-423.80350000
34.72547649,-0.57502140,-429.25160000
34.97547647,0.02258576,-438.08750000
35.22547645,0.63575880,-446.90810000
35.47547643,1.26968600,-440.16300000
35.72547642,1.87767100,-425.36010000
35.97547640,2.47527800,-409.26010000
36.22547638,3.01031600,-393.43480000
36.47547637,3.58716900,-378.89140000
36.72547635,4.10664100,-366.95760000
36.97547633,4.64198500,-338.13020000
37.22547631,5.13551500,-326.97470000
37.47547630,5.57196900,-299.70390000
37.72547628,5.98766900,-274.00500000
37.97547626,6.38261500,-247.00890000
38.22547625,6.74124100,-217.93730000
38.47547623,7.02692000,-188.33170000
38.72547621,7.29703300,-157.18470000
38.97547619,7.52563800,-125.77830000
39.22547618,7.67122500,-93.83774000
39.47547616,7.77499700,-62.95018000
39.72547614,7.85313100,-22.96728000
39.97547612,7.86350900,2.73165700
40.22547611,7.83756500,38.30423000
40.47547609,7.76980800,62.18715000
40.72547607,7.63490400,90.73982000
40.97547606,7.47375200,122.93980000
41.22547604,7.25033600,152.78960000
41.47547602,6.99578800,181.60170000
41.72547600,6.68386000,211.20740000
41.97547599,6.35667200,238.46290000
42.22547597,5.96691500,266.23730000
42.47547595,5.54083700,292.71450000
42.72547593,5.07844000,321.02310000
42.97547592,4.55866200,340.73980000
43.22547590,4.03918900,358.13700000
43.47547588,3.52460000,371.12380000
43.72547587,2.95843000,380.46330000
43.97547585,2.39714300,396.30380000
44.22547583,1.79434700,412.40380000
44.47547581,1.17598600,417.33300000
44.72547580,0.57349530,423.04050000
44.97547578,-0.02930045,429.26680000
45.22547576,-0.60615310,439.39990000
45.47547575,-1.23489200,436.02730000
45.72547573,-1.82212200,422.52160000
45.97547571,-2.38310300,405.38390000
46.22547569,-2.93920200,389.55860000
46.47547568,-3.49530000,377.09070000
46.72547566,-4.07184700,369.04830000
46.97547564,-4.58124800,348.27860000
47.22547562,-5.05402300,330.10310000
47.47547561,-5.53198600,301.29100000
47.72547559,-5.93730900,276.37040000
47.97547557,-6.32706600,251.69390000
48.22547556,-6.69088000,222.88180000
48.47547554,-6.99212600,193.29140000
48.72547552,-7.26742700,162.38860000
48.97547550,-7.49084300,131.76050000
49.22547549,-7.62086400,99.31631000
49.47547547,-7.78201700,66.59748000
49.72547545,-7.80796000,35.19106000
49.97547544,-7.85465800,2.47222500
